,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-18,,,,,,,,,,,,,1342.4200439453125,1348.219970703125,1334.4599609375,1344.780029296875,1344.780029296875,3259430000.0,20.391429901123047,20.996070861816406,20.370357513427734,20.920713424682617,17.962873458862305,440412000.0
2012-06-19,,,,,,,,,,,,,1344.8299560546875,1363.4599609375,1344.8299560546875,1357.97998046875,1357.97998046875,3815350000.0,20.83571434020996,21.071428298950195,20.825000762939453,20.97892951965332,18.012853622436523,361404400.0
2012-06-20,,,,,,,,,,,,,1358.0400390625,1361.5699462890625,1346.449951171875,1355.68994140625,1355.68994140625,3695700000.0,21.00749969482422,21.04464340209961,20.742856979370117,20.919286727905273,17.961637496948242,358943200.0
2012-06-21,,,,,,,,,,,,,1355.4300537109375,1358.27001953125,1324.4100341796875,1325.510009765625,1325.510009765625,4094470000.0,20.908571243286133,21.007856369018555,20.62285614013672,20.631071090698242,17.714174270629883,326351200.0
2012-06-22,,,,,,,,,,,,,1325.9200439453125,1337.8199462890625,1325.9200439453125,1335.02001953125,1335.02001953125,5271490000.0,20.68000030517578,20.792499542236328,20.55071449279785,20.78928565979004,17.850019454956055,284471600.0
2012-06-25,,,,,,,,,,,,,1334.9000244140625,1334.9000244140625,1309.27001953125,1313.719970703125,1313.719970703125,3501820000.0,20.617856979370117,20.707143783569336,20.370357513427734,20.3846435546875,17.50259017944336,304382400.0
2012-06-26,,,,,,,,,,,,,1314.0899658203125,1324.239990234375,1310.300048828125,1319.989990234375,1319.989990234375,3412940000.0,20.40464210510254,20.517499923706055,20.26178550720215,20.429643630981445,17.541223526000977,276536400.0
2012-06-27,,,,,,,,,,,,,1320.7099609375,1334.4000244140625,1320.7099609375,1331.8499755859375,1331.8499755859375,3286910000.0,20.53571319580078,20.597856521606445,20.42571449279785,20.51785659790039,17.616966247558594,202997200.0
2012-06-28,,,,,,,,,,,,,1331.52001953125,1331.52001953125,1313.2900390625,1329.0400390625,1329.0400390625,3969370000.0,20.416786193847656,20.5,20.20035743713379,20.323213577270508,17.44984245300293,282836400.0
2012-06-29,,,,,,,,,,,,,1330.1199951171875,1362.1700439453125,1330.1199951171875,1362.1600341796875,1362.1600341796875,4590480000.0,20.64285659790039,20.85714340209961,20.508928298950195,20.85714340209961,17.90828514099121,421500800.0
2012-07-02,,,,,,,,,,,,,1362.3299560546875,1366.3499755859375,1355.699951171875,1365.510009765625,1365.510009765625,3301650000.0,20.883214950561523,21.195356369018555,20.842857360839844,21.161428451538086,18.1695499420166,400092000.0
2012-07-03,,,,,,,,,,,,,1365.75,1374.81005859375,1363.530029296875,1374.02001953125,1374.02001953125,2116390000.0,21.24571418762207,21.428571701049805,21.21428680419922,21.407499313354492,18.380830764770508,241712800.0
2012-07-05,,,,,,,,,,,,,1373.719970703125,1373.8499755859375,1363.02001953125,1367.5799560546875,1367.5799560546875,3041520000.0,21.448570251464844,21.94071388244629,21.41607093811035,21.783571243286133,18.703733444213867,484383200.0
2012-07-06,,,,,,,,,,,,,1367.0899658203125,1367.0899658203125,1348.030029296875,1354.6800537109375,1354.6800537109375,2745140000.0,21.681785583496094,21.729999542236328,21.485000610351562,21.63857078552246,18.5792293548584,418930400.0
2012-07-09,,,,,,,,,,,,,1354.6600341796875,1354.8699951171875,1346.6500244140625,1352.4599609375,1352.4599609375,2904860000.0,21.617856979370117,21.924999237060547,21.57535743713379,21.92464256286621,18.824857711791992,379405600.0
2012-07-10,,,,,,,,,,,,,1352.9599609375,1361.5400390625,1336.27001953125,1341.469970703125,1341.469970703125,3470600000.0,22.070356369018555,22.138214111328125,21.618213653564453,21.721786499023438,18.650686264038086,511957600.0
2012-07-11,,,,,,,,,,,,,1341.4000244140625,1345.0,1333.25,1341.449951171875,1341.449951171875,3426290000.0,21.64714241027832,21.7021427154541,21.329286575317383,21.5867862701416,18.53476905822754,469322000.0
2012-07-12,,,,,,,,,,,,,1341.2900390625,1341.2900390625,1325.4100341796875,1334.760009765625,1334.760009765625,3654440000.0,21.437143325805664,21.552499771118164,21.167142868041992,21.389286041259766,18.365188598632812,428041600.0
2012-07-13,,,,,,,,,,,,,1334.81005859375,1357.699951171875,1334.81005859375,1356.780029296875,1356.780029296875,3212930000.0,21.5339298248291,21.68535614013672,21.428571701049805,21.60607147216797,18.551334381103516,311427200.0
2012-07-16,,,,,,,,,,,,,1356.5,1357.260009765625,1348.510009765625,1353.6400146484375,1353.6400146484375,2862720000.0,21.61142921447754,21.843570709228516,21.60785675048828,21.675357818603516,18.61081886291504,301260400.0
2012-07-17,,,,,,,,,,,,,1353.6800537109375,1365.3599853515625,1345.0699462890625,1363.6700439453125,1363.6700439453125,3566680000.0,21.813928604125977,21.83928680419922,21.54107093811035,21.676429748535156,18.611743927001953,293624800.0
2012-07-18,,,,,,,,,,,,,1363.5799560546875,1375.260009765625,1358.9599609375,1372.780029296875,1372.780029296875,3642630000.0,21.663928985595703,21.726428985595703,21.555713653564453,21.652143478393555,18.590885162353516,252700000.0
2012-07-19,,,,,,,,,,,,,1373.010009765625,1380.3900146484375,1371.2099609375,1376.510009765625,1376.510009765625,4043360000.0,21.83142852783203,21.97678565979004,21.64285659790039,21.940000534057617,18.838045120239258,436861600.0
2012-07-20,,,,,,,,,,,,,1376.510009765625,1376.510009765625,1362.18994140625,1362.6600341796875,1362.6600341796875,3925020000.0,21.89392852783203,21.944286346435547,21.560714721679688,21.582143783569336,18.530776977539062,397471200.0
